time,pelvis_tilt_gold,pelvis_tilt_rec,pelvis_list_gold,pelvis_list_rec,pelvis_rotation_gold,pelvis_rotation_rec,pelvis_tx_gold,pelvis_tx_rec,pelvis_ty_gold,pelvis_ty_rec,pelvis_tz_gold,pelvis_tz_rec,hip_flexion_r_gold,hip_flexion_r_rec,hip_adduction_r_gold,hip_adduction_r_rec,hip_rotation_r_gold,hip_rotation_r_rec,knee_angle_r_gold,knee_angle_r_rec,ankle_angle_r_gold,ankle_angle_r_rec,subtalar_angle_r_gold,subtalar_angle_r_rec,mtp_angle_r_gold,mtp_angle_r_rec,hip_flexion_l_gold,hip_flexion_l_rec,hip_adduction_l_gold,hip_adduction_l_rec,hip_rotation_l_gold,hip_rotation_l_rec,knee_angle_l_gold,knee_angle_l_rec,ankle_angle_l_gold,ankle_angle_l_rec,subtalar_angle_l_gold,subtalar_angle_l_rec,mtp_angle_l_gold,mtp_angle_l_rec,lumbar_extension_gold,lumbar_extension_rec,lumbar_bending_gold,lumbar_bending_rec,lumbar_rotation_gold,lumbar_rotation_rec,arm_flex_r_gold,arm_flex_r_rec,arm_add_r_gold,arm_add_r_rec,arm_rot_r_gold,arm_rot_r_rec,elbow_flex_r_gold,elbow_flex_r_rec,pro_sup_r_gold,pro_sup_r_rec,arm_flex_l_gold,arm_flex_l_rec,arm_add_l_gold,arm_add_l_rec,arm_rot_l_gold,arm_rot_l_rec,elbow_flex_l_gold,elbow_flex_l_rec,pro_sup_l_gold,pro_sup_l_rec
1.99,-0.0709271,-0.119703,-0.0326331,-0.0399273,0.0721767,0.0653986,-0.22852,-0.245734,0.993152,0.985101,-0.59966,-0.600024,0.489353,0.577333,0.0337658,0.0174572,-0.0368887,0.0341868,0.844235,0.884693,0.233509,0.198734,-0.336468,-0.487569,-0.130776,-0.00454865,0.510832,0.60728,-0.052433,-0.0806231,-0.0097769,0.0512307,0.854037,0.920354,0.284298,0.26409,-0.177832,-0.288071,-0.130776,-0.00454865,-0.0999932,-0.0334187,0.0341516,0.0459439,-0.0739308,-0.0714635,2.11403,2.02154,-0.623075,-0.624816,0.867405,0.826729,1.5805,1.80425,1.88239,1.92118,1.62185,1.48691,-0.867206,-0.855235,0.581383,0.49617,1.8087,1.9959,1.60416,1.69071
2,-0.064778,-0.112852,-0.0393181,-0.0479112,0.0757582,0.0685612,-0.219282,-0.236896,1.01792,1.01046,-0.601444,-0.60184,0.419789,0.508881,0.0368686,0.0207987,-0.0524063,0.021443,0.72996,0.774627,0.135717,0.0976969,-0.331331,-0.48699,-0.130774,-0.00454865,0.445108,0.542787,-0.056795,-0.0859086,-0.0107643,0.0510225,0.748447,0.819062,0.196217,0.179768,-0.179162,-0.28578,-0.130774,-0.00454865,-0.0721997,-0.00751785,0.046317,0.0603148,-0.0742646,-0.0718809,2.18674,2.095,-0.626518,-0.631513,0.92998,0.886727,1.54943,1.77851,1.89444,1.93517,1.70162,1.55817,-0.897628,-0.88984,0.6669,0.571694,1.80395,1.99383,1.60489,1.69536
2.01,-0.0559445,-0.103363,-0.0465695,-0.0564799,0.0800758,0.0727449,-0.209544,-0.227448,1.04443,1.03777,-0.60344,-0.603928,0.342605,0.432806,0.0406605,0.0242971,-0.0744742,0.00329461,0.604245,0.652933,0.0290289,-0.0084943,-0.308602,-0.465038,-0.130787,-0.00454865,0.370466,0.469194,-0.0612885,-0.0912145,-0.01104,0.0526257,0.628532,0.702953,0.0923595,0.0822689,-0.173494,-0.273425,-0.130787,-0.00454865,-0.0456288,0.017275,0.0598123,0.0760847,-0.0796697,-0.0784212,2.23897,2.14729,-0.629937,-0.6365,0.984614,0.93877,1.5342,1.76644,1.82915,1.87785,1.76138,1.60682,-0.932939,-0.929553,0.739775,0.632711,1.8108,2.00244,1.55988,1.65757
2.02,-0.0477254,-0.0935724,-0.0513321,-0.0616243,0.0833958,0.0764383,-0.199665,-0.217676,1.0718,1.06619,-0.605458,-0.606128,0.264916,0.354613,0.0425431,0.0243539,-0.103251,-0.0200404,0.471118,0.522802,-0.0931353,-0.126197,-0.271145,-0.423765,-0.130791,-0.00454865,0.294042,0.391999,-0.0633836,-0.0936074,-0.0164097,0.050466,0.500479,0.577193,-0.0328848,-0.0349353,-0.163991,-0.255306,-0.130791,-0.00454865,-0.0178008,0.0425262,0.0708594,0.0885908,-0.088361,-0.0892676,2.27307,2.18062,-0.633551,-0.639857,1.02806,0.980043,1.52755,1.76234,1.81271,1.86256,1.81034,1.64128,-0.97688,-0.978385,0.813455,0.69173,1.8243,2.01791,1.55927,1.65747
2.03,-0.0412803,-0.0850588,-0.0535136,-0.0630403,0.0854868,0.0793898,-0.189929,-0.207756,1.09958,1.09523,-0.607256,-0.608195,0.191725,0.279269,0.0436112,0.0215559,-0.139192,-0.0497105,0.335703,0.388848,-0.236167,-0.262539,-0.222604,-0.368234,-0.130784,-0.00454865,0.219413,0.314582,-0.0624435,-0.0925574,-0.0268902,0.0447959,0.366627,0.442888,-0.185555,-0.180111,-0.1549,-0.238181,-0.130784,-0.00454865,0.0121101,0.069844,0.0781684,0.0961175,-0.0981566,-0.102068,2.28975,2.19487,-0.6436,-0.648088,1.06099,1.01042,1.53282,1.76889,1.82978,1.87952,1.84723,1.65937,-1.02554,-1.032,0.885512,0.745561,1.84189,2.03674,1.58579,1.68482
2.04,-0.0337667,-0.0715741,-0.0551889,-0.0640685,0.0856065,0.0800159,-0.180221,-0.197302,1.12761,1.1248,-0.60845,-0.609706,0.118703,0.198043,0.0486683,0.022164,-0.180247,-0.0861975,0.196427,0.248665,-0.388191,-0.404621,-0.160971,-0.295711,-0.130797,-0.00454865,0.146201,0.232345,-0.0644371,-0.097095,-0.0649261,0.01166,0.230114,0.302621,-0.34332,-0.329341,-0.113079,-0.187746,-0.130797,-0.00454865,0.0386027,0.090241,0.0842084,0.102998,-0.10639,-0.112904,2.30548,2.20804,-0.664944,-0.666672,1.10707,1.05487,1.56394,1.79779,1.72176,1.77351,1.8798,1.667,-1.08006,-1.09134,0.959374,0.796665,1.87472,2.06871,1.55303,1.65533
2.05,-0.0311529,-0.0584412,-0.0561189,-0.063948,0.0829366,0.0774818,-0.171315,-0.186895,1.1548,1.15367,-0.60923,-0.610698,0.0617714,0.125801,0.0549436,0.0241728,-0.225832,-0.132353,0.0812743,0.129901,-0.487347,-0.491401,-0.0769357,-0.198019,-0.130787,-0.00454865,0.0853903,0.155028,-0.0638878,-0.101337,-0.131031,-0.0544461,0.103473,0.169431,-0.478231,-0.45564,-0.0447834,-0.10956,-0.130787,-0.00454865,0.0675552,0.109088,0.0887054,0.10797,-0.111379,-0.119856,2.31802,2.21762,-0.694465,-0.692954,1.14623,1.09241,1.5966,1.82795,1.75968,1.80772,1.90163,1.66016,-1.13571,-1.1506,1.02356,0.834436,1.90639,2.09863,1.58558,1.6872
2.06,-0.0425401,-0.0629853,-0.0571313,-0.0638647,0.0789418,0.0724527,-0.164835,-0.178871,1.17977,1.17974,-0.609884,-0.611318,0.0427207,0.0956163,0.0593768,0.0263875,-0.25681,-0.165649,0.024345,0.0693413,-0.494613,-0.489318,0.00206145,-0.109509,-0.130804,-0.00454865,0.0604402,0.117622,-0.0582834,-0.0995326,-0.198971,-0.12691,0.023461,0.0845553,-0.530396,-0.500835,0.0370823,-0.0189169,-0.130804,-0.00454865,0.104191,0.139722,0.0924228,0.111905,-0.125019,-0.136249,2.32422,2.22032,-0.72324,-0.714838,1.18078,1.12515,1.64819,1.87132,1.66245,1.72416,1.95683,1.66813,-1.21144,-1.23452,1.13099,0.898108,1.96204,2.14942,1.52706,1.63286
2.07,-0.0665633,-0.157865,-0.0632317,-0.0724826,0.0766717,0.0566761,-0.160967,-0.173569,1.20249,1.19717,-0.610834,-0.611414,0.0585297,0.157863,0.0653986,0.0373984,-0.280566,-0.223311,0.0176216,0,-0.447386,-0.492602,0.0701577,-0.037356,-0.130818,-0.00454865,0.0772076,0.172274,-0.0579253,-0.0936736,-0.251786,-0.238037,0.0102952,0,-0.492097,-0.511534,0.129092,0.0858983,-0.130818,-0.00454865,0.149718,0.279427,0.10201,0.116705,-0.137416,-0.119531,2.33703,2.22891,-0.759594,-0.777087,1.21894,1.19261,1.70299,1.93216,1.62955,1.6672,1.98348,1.62144,-1.28373,-1.26202,1.20215,0.939993,2.01932,2.18427,1.49876,1.56206
2.08,-0.0898374,-0.19237,-0.0696914,-0.0801566,0.0753314,0.0550179,-0.15868,-0.170592,1.22406,1.21774,-0.611567,-0.61198,0.0809799,0.187427,0.0728319,0.0470889,-0.282113,-0.222579,0.0262098,0,-0.423114,-0.470132,0.088462,-0.0242822,-0.130844,-0.00454865,0.0998601,0.20482,-0.0573266,-0.093379,-0.266395,-0.249789,0.0134484,0,-0.462095,-0.480632,0.183999,0.140601,-0.130844,-0.00454865,0.189297,0.333331,0.110723,0.125361,-0.16965,-0.148337,2.32256,2.2244,-0.782688,-0.801979,1.2271,1.21308,1.75476,1.97605,1.56084,1.62691,2.09894,1.57798,-1.38732,-1.35709,1.35548,0.94092,2.09346,2.24424,1.46632,1.54886
