time,pelvis_tilt_gold,pelvis_tilt_rec,pelvis_list_gold,pelvis_list_rec,pelvis_rotation_gold,pelvis_rotation_rec,pelvis_tx_gold,pelvis_tx_rec,pelvis_ty_gold,pelvis_ty_rec,pelvis_tz_gold,pelvis_tz_rec,hip_flexion_r_gold,hip_flexion_r_rec,hip_adduction_r_gold,hip_adduction_r_rec,hip_rotation_r_gold,hip_rotation_r_rec,knee_angle_r_gold,knee_angle_r_rec,ankle_angle_r_gold,ankle_angle_r_rec,subtalar_angle_r_gold,subtalar_angle_r_rec,mtp_angle_r_gold,mtp_angle_r_rec,hip_flexion_l_gold,hip_flexion_l_rec,hip_adduction_l_gold,hip_adduction_l_rec,hip_rotation_l_gold,hip_rotation_l_rec,knee_angle_l_gold,knee_angle_l_rec,ankle_angle_l_gold,ankle_angle_l_rec,subtalar_angle_l_gold,subtalar_angle_l_rec,mtp_angle_l_gold,mtp_angle_l_rec,lumbar_extension_gold,lumbar_extension_rec,lumbar_bending_gold,lumbar_bending_rec,lumbar_rotation_gold,lumbar_rotation_rec,arm_flex_r_gold,arm_flex_r_rec,arm_add_r_gold,arm_add_r_rec,arm_rot_r_gold,arm_rot_r_rec,elbow_flex_r_gold,elbow_flex_r_rec,pro_sup_r_gold,pro_sup_r_rec,arm_flex_l_gold,arm_flex_l_rec,arm_add_l_gold,arm_add_l_rec,arm_rot_l_gold,arm_rot_l_rec,elbow_flex_l_gold,elbow_flex_l_rec,pro_sup_l_gold,pro_sup_l_rec
1.752,0.108092,0.145471,0.0990754,0.108576,0.0464932,0.0319894,3.60581,3.59791,0.993351,0.986185,0.19383,0.195455,-0.26607,-0.308085,-0.0545385,-0.0948694,-0.0661063,-0.0573386,1.76911,1.75498,-0.163945,-0.175878,-0.542222,-0.517805,0.0745075,0.132535,0.355212,0.331466,0.217482,0.204971,-0.0603931,-0.0862094,0.441846,0.451869,-0.0799713,-0.0513892,-0.142533,-0.0413014,-0.132086,-0.0161575,-0.320411,-0.353831,-0.143373,-0.156138,0.0656965,0.0727587,-0.263247,-0.220898,-0.400259,-0.32806,-0.113192,-0.134192,2.18132,2.12322,1.5708,1.5708,-0.676095,-0.617659,-0.274262,-0.210308,-0.0994099,-0.174059,1.31151,1.20189,1.5708,1.5708
1.756,0.111704,0.148484,0.101202,0.111597,0.0512413,0.0371274,3.625,3.61707,0.990208,0.98297,0.193638,0.195385,-0.241934,-0.282091,-0.0591308,-0.100037,-0.066712,-0.0569508,1.81473,1.80198,-0.150182,-0.163974,-0.530923,-0.507809,0.0639303,0.105431,0.347575,0.324402,0.223275,0.211497,-0.0516821,-0.0774588,0.479851,0.489438,-0.0185499,0.00703179,-0.135503,-0.0361431,-0.0932615,-0.00322247,-0.330323,-0.363383,-0.144251,-0.158099,0.0524071,0.058591,-0.272196,-0.229434,-0.394234,-0.321385,-0.108223,-0.130563,2.14644,2.08588,1.5708,1.5708,-0.650298,-0.59275,-0.27924,-0.215427,-0.0932137,-0.167654,1.31565,1.2067,1.5708,1.5708
1.76,0.113069,0.149067,0.101242,0.112249,0.0520303,0.038361,3.64439,3.63643,0.986625,0.979313,0.193511,0.195362,-0.213011,-0.250919,-0.0635851,-0.104877,-0.0616777,-0.0506484,1.86162,1.85028,-0.128811,-0.143187,-0.512386,-0.489679,0.0724234,0.109708,0.340343,0.318028,0.226566,0.215294,-0.0495436,-0.0752258,0.515466,0.52497,0.0445212,0.0673863,-0.141085,-0.0431859,-0.0465101,0.0153111,-0.336434,-0.36878,-0.143613,-0.158395,0.0439675,0.0493144,-0.282369,-0.23901,-0.390289,-0.316852,-0.104177,-0.127602,2.1111,2.04789,1.5708,1.5708,-0.624291,-0.567816,-0.283329,-0.219531,-0.0861841,-0.16065,1.31981,1.21144,1.5708,1.5708
1.764,0.113197,0.148614,0.100525,0.112246,0.0562399,0.0431597,3.66337,3.65539,0.983017,0.975657,0.193409,0.195382,-0.182256,-0.218201,-0.0659241,-0.107449,-0.0590036,-0.0468232,1.90556,1.89572,-0.119841,-0.133154,-0.495921,-0.472643,0.0395314,0.0864518,0.334285,0.312548,0.230518,0.219808,-0.0435061,-0.0689401,0.549467,0.559001,0.0961336,0.119635,-0.165159,-0.0669082,-0.00246837,0.0575915,-0.342639,-0.374543,-0.141891,-0.157528,0.0317541,0.0361473,-0.290574,-0.246757,-0.38558,-0.311513,-0.0986691,-0.123366,2.07504,2.00915,1.5708,1.5708,-0.597006,-0.541573,-0.287799,-0.224118,-0.0803113,-0.154784,1.32335,1.21561,1.5708,1.5708
1.768,0.112577,0.147743,0.0988023,0.111325,0.0616441,0.04923,3.68205,3.67408,0.979344,0.971968,0.193428,0.195526,-0.149265,-0.183675,-0.0666497,-0.108417,-0.0569039,-0.0436425,1.94787,1.93947,-0.112759,-0.125864,-0.478834,-0.455527,0.00970973,0.0590415,0.329744,0.308115,0.233945,0.223853,-0.0354493,-0.0605426,0.582498,0.591907,0.142011,0.165919,-0.183165,-0.0845465,0.0218159,0.0803427,-0.348874,-0.380707,-0.139308,-0.155782,0.0185585,0.021925,-0.297714,-0.253525,-0.381069,-0.30637,-0.0923671,-0.11847,2.03813,1.96956,1.5708,1.5708,-0.568442,-0.514128,-0.293039,-0.229512,-0.074426,-0.148759,1.3275,1.22055,1.5708,1.5708
1.772,0.112854,0.147957,0.0963253,0.109568,0.0670105,0.0552364,3.70077,3.69285,0.975827,0.968441,0.193522,0.195736,-0.116758,-0.149953,-0.0659813,-0.107903,-0.0547895,-0.040481,1.98742,1.9803,-0.107629,-0.121291,-0.463592,-0.440776,-0.0226882,0.0220598,0.326675,0.304914,0.235288,0.225634,-0.031221,-0.055863,0.618314,0.627618,0.179431,0.204245,-0.199822,-0.100606,0.0380923,0.100455,-0.355945,-0.387844,-0.135837,-0.153029,0.00532543,0.00773864,-0.304382,-0.259892,-0.376838,-0.30157,-0.0861067,-0.113656,2.00196,1.93079,1.5708,1.5708,-0.53894,-0.485762,-0.298108,-0.234709,-0.0685296,-0.142744,1.33104,1.22482,1.5708,1.5708
1.776,0.112323,0.147542,0.0939576,0.107826,0.071138,0.0599537,3.71951,3.71165,0.972329,0.964939,0.193964,0.196286,-0.0818777,-0.114037,-0.0655027,-0.107503,-0.0508188,-0.0353686,2.026,2.02009,-0.0977879,-0.111594,-0.443243,-0.42058,-0.0338664,0.010873,0.326635,0.304604,0.2343,0.22487,-0.0321903,-0.0563126,0.657646,0.666962,0.212187,0.237323,-0.214105,-0.11434,0.0387885,0.100144,-0.362197,-0.394232,-0.133362,-0.151195,-0.00669999,-0.0051841,-0.310925,-0.266218,-0.372117,-0.29631,-0.0793717,-0.10844,1.96546,1.89167,1.5708,1.5708,-0.508639,-0.456662,-0.303886,-0.240653,-0.0634131,-0.137497,1.33419,1.22876,1.5708,1.5708
1.78,0.118289,0.153588,0.0925395,0.107007,0.0760539,0.0654301,3.73846,3.73068,0.969926,0.962498,0.194541,0.196959,-0.0556688,-0.0870321,-0.0635583,-0.10561,-0.0507205,-0.0345947,2.05353,2.04856,-0.147002,-0.161754,-0.426618,-0.405254,-0.207377,-0.167963,0.318008,0.295425,0.232568,0.223389,-0.0319921,-0.0555063,0.695511,0.704492,0.244824,0.270269,-0.215051,-0.115292,0.055124,0.118825,-0.375677,-0.407882,-0.131317,-0.149709,-0.0203685,-0.0198326,-0.316963,-0.27204,-0.366642,-0.290316,-0.0717292,-0.102419,1.92944,1.85296,1.5708,1.5708,-0.477054,-0.426209,-0.310632,-0.247467,-0.0573195,-0.131223,1.33708,1.23231,1.5708,1.5708
1.784,0.119077,0.153696,0.10211,0.117857,0.0739135,0.0638623,3.75695,3.74926,0.967195,0.959627,0.194879,0.197412,-0.0186375,-0.0478281,-0.080518,-0.124061,-0.0372219,-0.0198064,2.09458,2.09048,-0.0824748,-0.098064,-0.391973,-0.37019,-0.0712854,-0.0379384,0.313014,0.291276,0.240863,0.233055,-0.0389641,-0.0619127,0.72634,0.735807,0.265951,0.291871,-0.218105,-0.118368,0.0521745,0.116077,-0.38501,-0.41641,-0.141827,-0.162042,-0.0314332,-0.0327822,-0.321848,-0.276414,-0.362307,-0.284857,-0.0654324,-0.0971787,1.8922,1.81272,1.5708,1.5708,-0.443851,-0.395116,-0.316403,-0.25405,-0.0510848,-0.125357,1.33957,1.23647,1.5708,1.5708
1.788,0.122117,0.156244,0.108931,0.12609,0.0797006,0.0704643,3.77559,3.76801,0.965332,0.957667,0.194886,0.197558,0.0122976,-0.0153743,-0.0918396,-0.136643,-0.0346484,-0.0166001,2.12094,2.11782,-0.0869277,-0.101648,-0.377162,-0.354698,-0.122499,-0.079755,0.301675,0.280008,0.247958,0.241538,-0.0353531,-0.0575559,0.753164,0.762492,0.28648,0.312148,-0.215197,-0.115576,0.0442325,0.103392,-0.398022,-0.429038,-0.147017,-0.168728,-0.0495296,-0.0529016,-0.326672,-0.280786,-0.356452,-0.277993,-0.0584457,-0.0915199,1.8545,1.77185,1.5708,1.5708,-0.409845,-0.36293,-0.322347,-0.260729,-0.0460026,-0.120576,1.34122,1.23943,1.5708,1.5708
1.792,0.121144,0.155022,0.114535,0.133107,0.085925,0.0777468,3.7938,3.78636,0.963289,0.955571,0.19506,0.197873,0.0509847,0.0246538,-0.102235,-0.148236,-0.029282,-0.0103706,2.15174,2.14959,-0.071399,-0.086615,-0.343417,-0.320837,-0.127078,-0.0857934,0.292799,0.270794,0.254194,0.249116,-0.0272967,-0.0486236,0.777005,0.786094,0.307544,0.333446,-0.208661,-0.108959,0.0386578,0.0982942,-0.407396,-0.438238,-0.150979,-0.174068,-0.0684047,-0.0739665,-0.330067,-0.283919,-0.350985,-0.271433,-0.0501839,-0.0845979,1.81771,1.7319,1.5708,1.5708,-0.374869,-0.329911,-0.328198,-0.267485,-0.042432,-0.11717,1.34426,1.244,1.5708,1.5708
1.796,0.122274,0.156042,0.119915,0.139908,0.0906874,0.0836618,3.8123,3.80501,0.961882,0.954124,0.195039,0.197975,0.0869551,0.0616521,-0.112469,-0.159787,-0.0230013,-0.00351617,2.17551,2.17413,-0.0664117,-0.0816389,-0.319425,-0.296562,-0.161659,-0.118317,0.277069,0.254206,0.260456,0.256868,-0.0166464,-0.0369437,0.793733,0.802255,0.328168,0.354481,-0.200512,-0.100487,0.0234766,0.0857901,-0.417617,-0.448466,-0.154221,-0.178672,-0.0841999,-0.0921026,-0.335844,-0.289202,-0.346322,-0.265739,-0.0441058,-0.0797286,1.78236,1.69339,1.5708,1.5708,-0.338663,-0.295684,-0.333294,-0.273449,-0.0366233,-0.111689,1.34562,1.24668,1.5708,1.5708
1.8,0.123742,0.157707,0.122045,0.143399,0.0967364,0.0909952,3.83073,3.8236,0.960857,0.953107,0.194759,0.197808,0.122784,0.0980154,-0.119327,-0.167829,-0.0183038,0.00153648,2.19414,2.19349,-0.0704639,-0.0857694,-0.302277,-0.279328,-0.211475,-0.167026,0.25857,0.234152,0.264508,0.262271,-0.000166567,-0.0192785,0.806786,0.814307,0.347719,0.374307,-0.192861,-0.0924326,0.0130133,0.076902,-0.428224,-0.459435,-0.152783,-0.178334,-0.10005,-0.110273,-0.341852,-0.294706,-0.342693,-0.261186,-0.0386362,-0.075471,1.7487,1.65665,1.5708,1.5708,-0.302399,-0.261223,-0.336601,-0.277594,-0.0321305,-0.107369,1.34852,1.25079,1.5708,1.5708
1.804,0.124886,0.15928,0.125116,0.147853,0.100254,0.095808,3.84966,3.84273,0.960013,0.952296,0.194464,0.19762,0.159695,0.13517,-0.12809,-0.177952,-0.00992285,0.0103976,2.21249,2.21231,-0.0541273,-0.0699735,-0.270912,-0.247815,-0.213582,-0.171653,0.236029,0.209534,0.268954,0.268124,0.0141,-0.00369707,0.812353,0.818684,0.369651,0.396471,-0.184804,-0.0840525,0.00881725,0.0735586,-0.436282,-0.468017,-0.152699,-0.179442,-0.112706,-0.125364,-0.350694,-0.302913,-0.339937,-0.257466,-0.0336435,-0.0714837,1.71651,1.62136,1.5708,1.5708,-0.26753,-0.228381,-0.339596,-0.281532,-0.0266047,-0.1019,1.35364,1.25735,1.5708,1.5708
1.808,0.125567,0.161268,0.118879,0.142301,0.105326,0.101914,3.86874,3.86195,0.959601,0.952035,0.194728,0.197906,0.195519,0.170127,-0.120142,-0.170166,-0.00753754,0.0129855,2.22342,2.22399,-0.0438376,-0.0596011,-0.260407,-0.237072,-0.21946,-0.176864,0.21306,0.183223,0.261958,0.261445,0.0285172,0.0119544,0.816726,0.821182,0.393211,0.418954,-0.174886,-0.0741261,0.00428053,0.0616791,-0.442311,-0.475389,-0.143881,-0.170676,-0.122456,-0.136464,-0.359677,-0.311335,-0.335717,-0.253045,-0.0299852,-0.069477,1.68421,1.58631,1.5708,1.5708,-0.233884,-0.195952,-0.342592,-0.284641,-0.0217678,-0.0965467,1.36164,1.26611,1.5708,1.5708
1.812,0.124628,0.161954,0.113936,0.137932,0.106326,0.103974,3.88794,3.88136,0.959119,0.951724,0.194827,0.198026,0.235172,0.208694,-0.117224,-0.167511,-0.000421677,0.0203046,2.23254,2.23357,-0.0404788,-0.056378,-0.250035,-0.226672,-0.252473,-0.210853,0.19018,0.156634,0.255469,0.255149,0.0364075,0.0211314,0.816626,0.819301,0.415046,0.441315,-0.166177,-0.0647455,-0.00171221,0.0631778,-0.445418,-0.479951,-0.137119,-0.16404,-0.127788,-0.143204,-0.371466,-0.322495,-0.333646,-0.25069,-0.0269789,-0.0677748,1.65428,1.55377,1.5708,1.5708,-0.201254,-0.164827,-0.343827,-0.28621,-0.0172,-0.0913742,1.3726,1.27825,1.5708,1.5708
1.816,0.126592,0.165786,0.104591,0.128661,0.107171,0.105583,3.90778,3.90137,0.959211,0.951995,0.195119,0.198299,0.269922,0.241999,-0.107236,-0.157075,0.0019836,0.0228378,2.23678,2.23842,-0.0324972,-0.0481171,-0.241957,-0.218254,-0.254661,-0.209891,0.16297,0.12534,0.242063,0.241176,0.0407628,0.026466,0.814846,0.815339,0.436971,0.462032,-0.153409,-0.0518539,-0.00551904,0.0528436,-0.449327,-0.485473,-0.125973,-0.152425,-0.130971,-0.147004,-0.384539,-0.335008,-0.332187,-0.249332,-0.0239406,-0.0662315,1.62612,1.52336,1.5708,1.5708,-0.172424,-0.137025,-0.344131,-0.286446,-0.0147642,-0.0878789,1.38785,1.29452,1.5708,1.5708
1.82,0.12614,0.167485,0.0946602,0.118481,0.105503,0.104689,3.92772,3.92151,0.959197,0.952184,0.195436,0.198579,0.308328,0.278785,-0.0980383,-0.14717,0.00738599,0.0283147,2.23919,2.24126,-0.0241662,-0.04072,-0.229843,-0.206543,-0.25811,-0.221344,0.138011,0.0961075,0.227185,0.225358,0.0402564,0.026785,0.811017,0.809388,0.456678,0.481107,-0.140608,-0.038609,-0.00927601,0.0484582,-0.449829,-0.487704,-0.11531,-0.141064,-0.131103,-0.147505,-0.399273,-0.349256,-0.331798,-0.24914,-0.0213829,-0.0650503,1.60021,1.49551,1.5708,1.5708,-0.145232,-0.11089,-0.343136,-0.285347,-0.0126716,-0.0846121,1.40507,1.31291,1.5708,1.5708
1.824,0.121325,0.164992,0.0833615,0.106784,0.104686,0.104843,3.94761,3.9416,0.958978,0.952198,0.195663,0.198761,0.352188,0.320936,-0.0891441,-0.137407,0.00949406,0.0303856,2.23931,2.2421,-0.0219528,-0.038142,-0.222087,-0.19837,-0.269167,-0.227226,0.117873,0.0716311,0.211221,0.208186,0.0393621,0.0266252,0.806583,0.8029,0.472927,0.496994,-0.127823,-0.025058,-0.0228212,0.0374611,-0.445385,-0.485083,-0.103616,-0.128457,-0.130441,-0.147128,-0.415505,-0.365023,-0.330902,-0.248605,-0.0207719,-0.0657565,1.57621,1.46984,1.5708,1.5708,-0.119861,-0.086701,-0.341751,-0.28381,-0.0107119,-0.081276,1.42575,1.335,1.5708,1.5708
1.828,0.115868,0.161881,0.072557,0.0953559,0.101979,0.103056,3.96786,3.96205,0.95899,0.952439,0.19603,0.199055,0.395687,0.362761,-0.0805213,-0.127814,0.0117186,0.0324463,2.2364,2.23984,-0.0190056,-0.0354566,-0.216215,-0.192456,-0.273508,-0.232568,0.0962329,0.0456602,0.195412,0.191027,0.0366397,0.0244312,0.797702,0.791871,0.487638,0.511043,-0.114473,-0.0110961,-0.0276622,0.0326203,-0.439275,-0.480767,-0.0930975,-0.116897,-0.129438,-0.146184,-0.431709,-0.38097,-0.331097,-0.249145,-0.0180733,-0.0644141,1.55326,1.44539,1.5708,1.5708,-0.0981998,-0.0660542,-0.33954,-0.281436,-0.0111147,-0.0800973,1.44907,1.35987,1.5708,1.5708
1.832,0.110279,0.1585,0.0584179,0.0801709,0.0995483,0.101515,3.98827,3.98261,0.959262,0.952919,0.196527,0.199438,0.43748,0.403079,-0.0665923,-0.112354,0.00990644,0.0302344,2.22932,2.23373,-0.0157337,-0.0314399,-0.216605,-0.192144,-0.2778,-0.228273,0.0741873,0.019576,0.175397,0.169184,0.0334345,0.0213509,0.787395,0.779336,0.500665,0.522785,-0.09882,0.00510117,-0.0380306,0.0183758,-0.432277,-0.475416,-0.0793344,-0.101609,-0.127396,-0.143646,-0.448679,-0.397838,-0.331649,-0.250322,-0.0156361,-0.0634934,1.53206,1.42314,1.5708,1.5708,-0.0790871,-0.0475892,-0.336316,-0.277731,-0.0131854,-0.0803547,1.47465,1.38686,1.5708,1.5708
1.836,0.103434,0.153726,0.0448346,0.0655254,0.0975715,0.100551,4.0088,4.00329,0.959565,0.953413,0.196846,0.199636,0.480306,0.444639,-0.0546972,-0.0990632,0.00654158,0.0262818,2.22002,2.22531,-0.0160138,-0.0331495,-0.216956,-0.193205,-0.280023,-0.242984,0.0521758,-0.006313,0.156563,0.14854,0.0310261,0.0189733,0.774362,0.764052,0.51151,0.532636,-0.0833131,0.0212167,-0.0422692,0.0133353,-0.423532,-0.468186,-0.0655885,-0.0863213,-0.126325,-0.142115,-0.466795,-0.415987,-0.332966,-0.252271,-0.0134065,-0.0625728,1.51404,1.40439,1.5708,1.5708,-0.0618604,-0.0310776,-0.333065,-0.274011,-0.0155819,-0.0808002,1.50281,1.41665,1.5708,1.5708
1.84,0.0955168,0.14766,0.0300389,0.0495687,0.0972379,0.101309,4.02952,4.02414,0.96004,0.954049,0.197106,0.199772,0.521065,0.484342,-0.0428604,-0.0857169,-0.000889995,0.0180489,2.20709,2.21352,-0.0157359,-0.032372,-0.220236,-0.195871,-0.294589,-0.250936,0.0302807,-0.031762,0.13648,0.126468,0.0301582,0.0178716,0.759142,0.746571,0.516645,0.536263,-0.068703,0.0367109,-0.065312,-0.0149985,-0.41303,-0.459019,-0.0500692,-0.0690918,-0.126384,-0.14149,-0.485852,-0.43526,-0.334001,-0.253977,-0.0114886,-0.0621318,1.49728,1.38722,1.5708,1.5708,-0.0463087,-0.0161145,-0.329452,-0.269849,-0.0182921,-0.0813323,1.53305,1.44856,1.5708,1.5708
1.844,0.0873978,0.141091,0.0159914,0.0342545,0.0964815,0.10169,4.05044,4.0452,0.960699,0.954832,0.197303,0.199832,0.560351,0.52294,-0.0318134,-0.0732059,-0.00862891,0.0092883,2.19139,2.19893,-0.0156561,-0.032351,-0.223246,-0.198629,-0.295409,-0.250156,0.00700126,-0.058229,0.117387,0.105378,0.0289411,0.0162672,0.74048,0.725676,0.52075,0.539445,-0.0537087,0.0525741,-0.0685926,-0.017412,-0.401856,-0.448869,-0.0353276,-0.0525771,-0.126217,-0.140703,-0.506366,-0.455937,-0.334726,-0.255522,-0.0115165,-0.0633974,1.48292,1.37268,1.5708,1.5708,-0.0322684,-0.0027665,-0.325549,-0.265355,-0.0209768,-0.0818664,1.56564,1.48302,1.5708,1.5708
1.848,0.079715,0.134722,0.00192577,0.0189485,0.0978734,0.10432,4.07152,4.06638,0.961726,0.95594,0.197296,0.199696,0.596757,0.558859,-0.0226464,-0.0626589,-0.0203441,-0.0036985,2.1723,2.1811,-0.0207448,-0.0360038,-0.232174,-0.206321,-0.318733,-0.257507,-0.0177427,-0.0859298,0.0984407,0.0843579,0.0303215,0.0171335,0.719208,0.702126,0.517863,0.536322,-0.0403828,0.0675162,-0.0981102,-0.0376818,-0.390679,-0.438535,-0.0194242,-0.0348178,-0.129253,-0.14302,-0.527036,-0.477174,-0.336888,-0.258318,-0.009329,-0.0624914,1.4712,1.36118,1.5708,1.5708,-0.0205912,0.00841061,-0.321284,-0.260535,-0.0248657,-0.0833586,1.59964,1.51892,1.5708,1.5708
1.852,0.0704254,0.126564,-0.00860019,0.00730723,0.0990244,0.106772,4.09276,4.08774,0.962859,0.957145,0.197126,0.199404,0.632725,0.594515,-0.0181938,-0.0572749,-0.0293261,-0.0140593,2.15178,2.16147,-0.0209479,-0.0375781,-0.228959,-0.203634,-0.326072,-0.275026,-0.0418991,-0.112807,0.0840694,0.0681451,0.0324669,0.0189007,0.694782,0.675566,0.508025,0.526781,-0.029267,0.0805727,-0.128318,-0.0540237,-0.37776,-0.42628,-0.00709688,-0.0208353,-0.133255,-0.14673,-0.549114,-0.499623,-0.338011,-0.260098,-0.00931707,-0.0634234,1.461,1.35117,1.5708,1.5708,-0.010609,0.0176408,-0.317079,-0.255933,-0.0282728,-0.0845404,1.63545,1.55689,1.5708,1.5708
1.856,0.0618451,0.118838,-0.0187562,-0.00412399,0.0991397,0.10822,4.11414,4.10922,0.964273,0.958589,0.197044,0.199189,0.666007,0.627791,-0.0136171,-0.0517754,-0.0380893,-0.0243991,2.12906,2.13972,-0.0187045,-0.0353661,-0.229608,-0.203947,-0.325732,-0.271929,-0.0675075,-0.14075,0.0702528,0.0524246,0.0343282,0.0202715,0.668408,0.64715,0.493571,0.512814,-0.0197799,0.092236,-0.157456,-0.0669693,-0.3653,-0.414209,0.00464572,-0.00733114,-0.136215,-0.149389,-0.572046,-0.522969,-0.338817,-0.261594,-0.0104019,-0.0654134,1.45262,1.34321,1.5708,1.5708,-0.000939367,0.0266101,-0.312794,-0.251213,-0.031295,-0.0852897,1.67251,1.59617,1.5708,1.5708
1.86,0.0540914,0.111691,-0.028018,-0.0147508,0.0987261,0.109209,4.13594,4.1311,0.965913,0.960221,0.196938,0.198939,0.697379,0.659431,-0.0096792,-0.047055,-0.0467971,-0.0348741,2.105,2.11655,-0.0123544,-0.0298753,-0.229163,-0.203744,-0.308419,-0.259973,-0.0958187,-0.17113,0.0578961,0.0381534,0.0368781,0.0222886,0.638122,0.614831,0.473748,0.493472,-0.012393,0.10204,-0.186395,-0.0793909,-0.352933,-0.401998,0.0155709,0.00542236,-0.139467,-0.152408,-0.596334,-0.547753,-0.339877,-0.263315,-0.0119262,-0.0677631,1.44624,1.33749,1.5708,1.5708,0.00611524,0.033047,-0.308411,-0.246399,-0.0343407,-0.085977,1.71134,1.63726,1.5708,1.5708
1.864,0.0478027,0.105541,-0.039381,-0.0277791,0.0969925,0.108945,4.15798,4.15317,0.967887,0.962125,0.197021,0.198852,0.724704,0.687598,-0.00179043,-0.0381639,-0.0567478,-0.0469479,2.07683,2.08947,-0.0205982,-0.0375258,-0.236877,-0.210898,-0.339524,-0.282299,-0.125183,-0.201815,0.0433352,0.0215095,0.0384566,0.0231073,0.607579,0.582457,0.448126,0.467495,-0.00614293,0.110794,-0.224152,-0.108309,-0.341367,-0.390139,0.0282249,0.0201726,-0.140327,-0.15293,-0.621503,-0.573425,-0.341005,-0.265235,-0.014322,-0.0709461,1.4414,1.33358,1.5708,1.5708,0.0127565,0.0392219,-0.303621,-0.240993,-0.0367531,-0.0860873,1.7503,1.67839,1.5708,1.5708
1.868,0.0417803,0.0995096,-0.0489943,-0.0388633,0.0960407,0.109561,4.18022,4.17542,0.969969,0.964119,0.196861,0.198532,0.749993,0.713792,0.00270015,-0.0331362,-0.0657942,-0.0580838,2.04851,2.06199,-0.00843579,-0.0266916,-0.230135,-0.204724,-0.306111,-0.257694,-0.155433,-0.233229,0.0312305,0.00748864,0.042272,0.0263389,0.574961,0.548017,0.41574,0.43399,-0.00230211,0.117194,-0.272533,-0.155388,-0.32984,-0.37822,0.0398274,0.033694,-0.142369,-0.15488,-0.647937,-0.600352,-0.341828,-0.266714,-0.0182083,-0.0755239,1.43877,1.33203,1.5708,1.5708,0.0180632,0.0440865,-0.298718,-0.235602,-0.0383084,-0.085306,1.7899,1.72017,1.5708,1.5708
1.872,0.0374444,0.0947123,-0.0603052,-0.0517657,0.0947201,0.109891,4.20266,4.19781,0.972372,0.966374,0.19682,0.19831,0.771174,0.736418,0.0101225,-0.0251442,-0.0763575,-0.0710028,2.01646,2.03092,-0.0119466,-0.030641,-0.232883,-0.207604,-0.311509,-0.264025,-0.186916,-0.265187,0.0171339,-0.00857273,0.0453349,0.0287235,0.542233,0.513654,0.377777,0.394274,0.000597818,0.122606,-0.32833,-0.215091,-0.319688,-0.367254,0.0530908,0.0490229,-0.143104,-0.155498,-0.675034,-0.627969,-0.342324,-0.267911,-0.0231063,-0.0811412,1.43772,1.33231,1.5708,1.5708,0.0226324,0.0483617,-0.292896,-0.229178,-0.0393568,-0.0840101,1.83036,1.76275,1.5708,1.5708
1.876,0.0338344,0.0902907,-0.0720112,-0.0651371,0.092317,0.109196,4.22532,4.22039,0.974908,0.968717,0.196968,0.198258,0.790031,0.757148,0.0192568,-0.0155493,-0.0866302,-0.0837455,1.9828,1.99826,-0.0143696,-0.0334485,-0.234322,-0.20918,-0.302818,-0.255383,-0.219016,-0.297206,0.00267882,-0.0249286,0.0457041,0.028419,0.508824,0.478926,0.334777,0.349793,0.00233875,0.126942,-0.382811,-0.270301,-0.30991,-0.356331,0.0663718,0.0644207,-0.142027,-0.154382,-0.703158,-0.656613,-0.342155,-0.268445,-0.0289447,-0.0877218,1.43778,1.33384,1.5708,1.5708,0.0271703,0.0526615,-0.288145,-0.223734,-0.0386927,-0.0810265,1.8703,1.80471,1.5708,1.5708
1.88,0.0296794,0.0851753,-0.0843253,-0.0789205,0.0915941,0.110343,4.24794,4.24291,0.977503,0.971105,0.19696,0.198054,0.807713,0.776844,0.0273039,-0.00737401,-0.0985861,-0.0981963,1.94742,1.9639,-0.0113431,-0.0310661,-0.233653,-0.208796,-0.287581,-0.242482,-0.24894,-0.326714,-0.0125508,-0.0419904,0.0469848,0.0291957,0.476379,0.445327,0.286506,0.299734,0.00396042,0.131005,-0.443064,-0.333556,-0.299643,-0.344759,0.0809426,0.0809981,-0.142379,-0.154952,-0.731508,-0.685444,-0.341225,-0.268184,-0.0361132,-0.0955522,1.43928,1.33689,1.5708,1.5708,0.031323,0.0566232,-0.282523,-0.21748,-0.0381528,-0.0782662,1.91016,1.84656,1.5708,1.5708
1.884,0.0253834,0.0797842,-0.0967534,-0.0926809,0.0915709,0.112273,4.27062,4.26547,0.980085,0.973465,0.196811,0.197713,0.823988,0.795257,0.034365,-0.000461141,-0.110935,-0.113006,1.91069,1.92818,-0.00946101,-0.0295442,-0.230942,-0.206139,-0.294875,-0.249206,-0.277604,-0.354655,-0.0278979,-0.0590681,0.0464202,0.0282403,0.444369,0.412395,0.234147,0.245562,0.00485662,0.134069,-0.49344,-0.388187,-0.289048,-0.332704,0.0959292,0.0978716,-0.143451,-0.156434,-0.760177,-0.714594,-0.340241,-0.267792,-0.0436786,-0.103704,1.44187,1.34109,1.5708,1.5708,0.034257,0.0594259,-0.276454,-0.210835,-0.0375631,-0.0755242,1.94997,1.88835,1.5708,1.5708
